,Unnamed: 0,user id,test group,converted,total ads,most ads day,most ads hour
446550,446550,1652448,ad,False,2,Sunday,16
233234,233234,1652447,ad,False,15,Friday,23
299982,299982,1652446,ad,False,7,Friday,20
219929,219929,1652445,ad,False,21,Thursday,17
216257,216257,1652444,ad,False,8,Thursday,11
261628,261628,1652443,ad,False,7,Tuesday,2
212761,212761,1652442,ad,False,7,Saturday,11
222117,222117,1652441,ad,False,2,Thursday,21
370383,370383,1652440,ad,False,3,Monday,16
209842,209842,1652439,ad,False,13,Thursday,15
209878,209878,1652438,ad,False,18,Friday,12
209884,209884,1652437,ad,False,3,Wednesday,15
289364,289364,1652436,ad,False,24,Thursday,22
209909,209909,1652434,ad,False,1,Wednesday,15
291469,291469,1652433,ad,False,15,Tuesday,10
475449,475449,1652432,ad,True,21,Sunday,9
279954,279954,1652431,ad,False,5,Thursday,8
225897,225897,1652430,ad,False,3,Friday,14
535260,535260,1652429,ad,False,17,Sunday,19
206513,206513,1652428,ad,False,1,Wednesday,12
212708,212708,1652427,ad,False,17,Saturday,21
218050,218050,1652426,ad,False,12,Thursday,14
223947,223947,1652425,ad,False,24,Friday,11
376085,376085,1652424,ad,False,35,Tuesday,22
205757,205757,1652423,ad,False,1,Wednesday,12
209876,209876,1652422,ad,False,34,Wednesday,16
352873,352873,1652421,ad,False,2,Wednesday,9
242075,242075,1652420,ad,True,40,Sunday,18
205657,205657,1652418,ad,False,9,Wednesday,11
204961,204961,1652416,ad,False,7,Wednesday,11
350619,350619,1652415,ad,False,5,Wednesday,9
210319,210319,1652414,ad,False,23,Thursday,17
205712,205712,1652412,ad,False,2,Monday,11
262050,262050,1652411,ad,False,27,Friday,8
207288,207288,1652410,ad,False,8,Thursday,16
276591,276591,1652409,ad,False,15,Thursday,11
204228,204228,1652408,ad,False,35,Wednesday,10
203266,203266,1652407,ad,False,2,Wednesday,9
253361,253361,1652406,ad,False,11,Monday,11
205209,205209,1652404,ad,False,8,Wednesday,14
272445,272445,1652403,ad,False,38,Thursday,13
212498,212498,1652401,ad,False,4,Sunday,20
287588,287588,1652400,ad,False,15,Thursday,18
369458,369458,1652398,ad,False,23,Monday,12
470435,470435,1652397,ad,False,1,Friday,16
397966,397966,1652396,ad,False,1,Sunday,23
231865,231865,1652395,ad,False,13,Friday,21
212921,212921,1652394,ad,False,4,Wednesday,22
212600,212600,1652393,ad,False,6,Thursday,21
569003,569003,1652392,ad,False,6,Friday,14
394269,394269,1652391,ad,False,13,Sunday,1
489612,489612,1652390,ad,False,3,Thursday,9
326875,326875,1652389,ad,False,15,Wednesday,10
312575,312575,1652388,ad,False,25,Sunday,18
338780,338780,1652386,ad,False,32,Saturday,7
297745,297745,1652385,ad,False,6,Tuesday,13
346466,346466,1652384,ad,False,1,Monday,12
372420,372420,1652383,ad,False,17,Monday,20
223316,223316,1652381,ad,False,14,Friday,21
199413,199413,1652380,ad,False,1,Tuesday,16
281278,281278,1652379,ad,False,23,Monday,13
400810,400810,1652378,ad,False,5,Monday,18
199146,199146,1652377,ad,False,1,Tuesday,16
469858,469858,1652376,ad,False,9,Friday,14
562157,562157,1652373,ad,False,1,Thursday,9
506078,506078,1652372,ad,False,17,Monday,14
297538,297538,1652371,ad,False,2,Friday,15
204360,204360,1652370,ad,False,15,Wednesday,15
281398,281398,1652369,ad,False,17,Thursday,10
458634,458634,1652367,ad,False,13,Wednesday,10
491111,491111,1652366,ad,False,5,Thursday,13
196884,196884,1652365,ad,False,1,Tuesday,13
285609,285609,1652364,ad,False,16,Thursday,15
257757,257757,1652363,ad,False,8,Tuesday,10
389027,389027,1652362,ad,False,6,Friday,17
224457,224457,1652361,ad,False,39,Tuesday,21
507027,507027,1652360,ad,False,6,Monday,16
235520,235520,1652358,ad,False,10,Saturday,11
580688,580688,1652357,ad,False,5,Monday,12
253530,253530,1652356,ad,False,25,Saturday,10
193792,193792,1652355,ad,False,2,Tuesday,9
277771,277771,1652354,ad,False,15,Thursday,12
453857,453857,1652353,ad,False,15,Thursday,8
194818,194818,1652351,ad,False,2,Tuesday,10
271739,271739,1652350,ad,False,35,Monday,14
505563,505563,1652349,ad,False,5,Thursday,13
346930,346930,1652348,ad,False,4,Tuesday,13
360723,360723,1652347,ad,False,6,Tuesday,10
197268,197268,1652346,ad,False,1,Tuesday,13
522411,522411,1652345,ad,False,6,Thursday,23
398008,398008,1652344,ad,False,9,Monday,23
246602,246602,1652343,ad,False,10,Sunday,15
476505,476505,1652342,ad,False,13,Sunday,23
461104,461104,1652341,ad,False,15,Wednesday,19
482875,482875,1652340,ad,False,6,Saturday,13
268995,268995,1652338,ad,False,17,Thursday,20
471106,471106,1652337,ad,False,70,Thursday,18
320838,320838,1652336,ad,False,17,Monday,20
461962,461962,1652335,ad,True,38,Wednesday,18
298234,298234,1652334,ad,False,10,Tuesday,13
216869,216869,1652333,ad,False,33,Thursday,11
198732,198732,1652332,ad,False,1,Tuesday,15
286013,286013,1652331,ad,False,6,Thursday,21
524741,524741,1652330,ad,False,8,Friday,13
255883,255883,1652329,ad,False,16,Friday,10
284316,284316,1652328,ad,False,2,Thursday,13
292711,292711,1652327,ad,False,38,Monday,16
368233,368233,1652326,ad,False,7,Sunday,17
208116,208116,1652325,ad,False,14,Friday,14
370565,370565,1652324,ad,False,10,Monday,13
223101,223101,1652323,ad,False,32,Friday,14
485907,485907,1652322,ad,False,19,Thursday,14
315698,315698,1652321,ad,False,6,Monday,10
468819,468819,1652320,ad,False,13,Friday,12
204217,204217,1652317,ad,False,43,Wednesday,11
189212,189212,1652316,ad,False,43,Wednesday,12
191726,191726,1652315,ad,False,1,Monday,18
187142,187142,1652314,ad,False,3,Monday,10
196942,196942,1652313,ad,False,1,Tuesday,13
264219,264219,1652311,ad,False,19,Thursday,12
313271,313271,1652309,ad,False,14,Sunday,20
410030,410030,1652308,ad,False,6,Wednesday,15
215773,215773,1652307,ad,False,54,Saturday,18
203966,203966,1652305,ad,False,15,Wednesday,15
186619,186619,1652304,ad,False,135,Monday,9
210939,210939,1652303,ad,False,57,Friday,21
245714,245714,1652302,ad,False,18,Sunday,13
303044,303044,1652301,ad,False,15,Thursday,12
296951,296951,1652300,ad,False,29,Friday,7
319017,319017,1652299,ad,False,24,Tuesday,10
464937,464937,1652298,ad,False,1,Thursday,13
572016,572016,1652297,ad,False,14,Sunday,12
339500,339500,1652296,ad,False,11,Saturday,16
289190,289190,1652295,ad,False,10,Thursday,23
199182,199182,1652294,ad,False,3,Tuesday,16
210015,210015,1652293,ad,False,53,Saturday,16
394383,394383,1652292,ad,False,9,Sunday,9
192309,192309,1652291,ad,False,7,Monday,21
507930,507930,1652290,ad,False,1,Monday,23
262786,262786,1652289,ad,False,16,Sunday,15
193069,193069,1652288,ad,False,74,Wednesday,23
259018,259018,1652286,ad,False,21,Monday,20
184429,184429,1652285,ad,False,148,Monday,10
233131,233131,1652284,ad,False,15,Friday,23
185229,185229,1652283,ad,False,27,Saturday,20
226157,226157,1652282,ad,False,15,Friday,13
182305,182305,1652281,ad,False,6,Sunday,13
478616,478616,1652280,ad,False,25,Monday,9
197037,197037,1652279,ad,False,1,Tuesday,13
413642,413642,1652278,ad,False,3,Wednesday,23
377601,377601,1652277,ad,False,23,Wednesday,13
180707,180707,1652276,ad,False,41,Sunday,9
183299,183299,1652275,ad,False,1,Sunday,15
229578,229578,1652274,ad,False,3,Friday,18
429332,429332,1652273,ad,False,6,Thursday,19
327091,327091,1652272,ad,False,13,Sunday,2
537529,537529,1652271,ad,False,1,Sunday,13
179692,179692,1652270,ad,False,26,Monday,16
182836,182836,1652269,ad,False,31,Sunday,16
498426,498426,1652267,ad,False,28,Thursday,15
178966,178966,1652266,ad,False,14,Sunday,22
272302,272302,1652265,ad,False,16,Friday,12
294661,294661,1652264,ad,False,16,Friday,12
369281,369281,1652263,ad,False,3,Sunday,22
476329,476329,1652261,ad,False,5,Thursday,19
177592,177592,1652260,ad,False,21,Saturday,20
186063,186063,1652258,ad,True,38,Friday,23
178925,178925,1652257,ad,False,1,Saturday,19
178067,178067,1652256,ad,False,2,Saturday,17
259315,259315,1652255,ad,False,8,Tuesday,10
179304,179304,1652253,ad,False,26,Monday,19
360456,360456,1652252,ad,False,7,Friday,11
189546,189546,1652251,ad,False,45,Monday,14
278125,278125,1652250,ad,False,9,Wednesday,16
190648,190648,1652249,ad,False,1,Monday,16
354174,354174,1652248,ad,False,7,Wednesday,19
323959,323959,1652247,ad,False,15,Friday,17
310113,310113,1652246,ad,False,1,Sunday,12
185562,185562,1652245,ad,False,7,Thursday,23
337500,337500,1652244,ad,False,16,Saturday,14
372689,372689,1652243,ad,False,17,Monday,21
173203,173203,1652240,ad,False,27,Tuesday,12
174932,174932,1652239,ad,False,3,Saturday,11
500369,500369,1652238,ad,False,26,Sunday,10
195978,195978,1652237,ad,False,5,Tuesday,13
181214,181214,1652236,ad,False,1,Sunday,11
222256,222256,1652234,ad,False,20,Saturday,21
207064,207064,1652233,ad,False,30,Monday,11
254268,254268,1652232,ad,False,22,Monday,12
316778,316778,1652231,ad,False,1,Monday,12
400506,400506,1652230,ad,False,12,Monday,17
270753,270753,1652227,ad,False,22,Wednesday,9
219119,219119,1652226,ad,False,10,Thursday,16
191810,191810,1652225,ad,False,37,Monday,10
295968,295968,1652224,ad,False,15,Friday,14
315596,315596,1652223,ad,False,17,Monday,9
316696,316696,1652222,ad,False,3,Monday,12
180230,180230,1652221,ad,False,6,Sunday,3
540562,540562,1652220,ad,False,5,Monday,10
581741,581741,1652219,ad,False,2,Monday,14
559628,559628,1652217,ad,False,2,Wednesday,16
167071,167071,1652216,ad,False,2,Friday,11
218268,218268,1652215,ad,False,31,Saturday,15
167108,167108,1652214,ad,True,109,Monday,17
357547,357547,1652213,ad,False,15,Thursday,12
166827,166827,1652212,ad,False,17,Friday,11
499985,499985,1652211,ad,False,5,Sunday,12
187286,187286,1652210,ad,False,5,Thursday,15
167508,167508,1652209,ad,False,2,Friday,12
373373,373373,1652208,ad,False,3,Tuesday,8
398313,398313,1652207,ad,False,12,Monday,8
243098,243098,1652206,ad,False,15,Sunday,9
211474,211474,1652204,ad,False,25,Friday,20
457032,457032,1652203,ad,False,14,Tuesday,20
232470,232470,1652202,ad,False,15,Saturday,22
489175,489175,1652201,ad,False,3,Thursday,19
535594,535594,1652200,ad,False,1,Saturday,23
166687,166687,1652199,ad,False,1,Friday,11
170133,170133,1652198,ad,False,2,Friday,16
225136,225136,1652197,ad,False,25,Friday,20
354099,354099,1652196,ad,False,17,Tuesday,12
451526,451526,1652195,ad,False,7,Monday,17
439833,439833,1652194,ad,False,12,Sunday,14
238541,238541,1652193,ad,False,2,Saturday,16
273377,273377,1652192,ad,False,6,Wednesday,11
205572,205572,1652191,ad,False,21,Wednesday,12
206594,206594,1652190,ad,False,27,Wednesday,12
299424,299424,1652189,ad,False,9,Monday,19
392229,392229,1652188,ad,False,5,Saturday,15
163076,163076,1652187,ad,False,7,Thursday,10
543985,543985,1652186,ad,False,3,Thursday,9
380810,380810,1652185,ad,False,15,Wednesday,16
259080,259080,1652184,ad,False,10,Monday,19
299198,299198,1652182,ad,False,9,Thursday,16
168060,168060,1652181,ad,False,1,Friday,13
170021,170021,1652180,ad,False,52,Monday,16
572723,572723,1652179,ad,False,3,Saturday,11
459335,459335,1652178,ad,False,14,Wednesday,11
170847,170847,1652177,ad,False,121,Sunday,11
449219,449219,1652176,ad,False,2,Monday,10
486405,486405,1652174,ad,False,2,Thursday,16
185190,185190,1652173,ad,False,32,Thursday,20
336018,336018,1652172,ad,False,15,Friday,19
380445,380445,1652171,ad,False,2,Wednesday,15
186679,186679,1652170,ad,False,61,Monday,9
167858,167858,1652167,ad,False,1,Friday,12
156851,156851,1652166,ad,False,3,Thursday,9
277844,277844,1652165,ad,False,10,Thursday,16
257740,257740,1652164,ad,False,9,Tuesday,13
186951,186951,1652163,ad,False,56,Monday,13
223114,223114,1652162,ad,False,7,Monday,11
225099,225099,1652159,ad,False,11,Saturday,17
279662,279662,1652158,ad,False,22,Thursday,8
307646,307646,1652157,ad,False,16,Saturday,22
538942,538942,1652156,ad,False,1,Sunday,18
156240,156240,1652155,ad,False,15,Thursday,4
310906,310906,1652154,ad,False,1,Sunday,14
428451,428451,1652153,ad,False,7,Monday,14
176224,176224,1652152,ad,False,20,Sunday,13
162446,162446,1652151,ad,False,19,Thursday,17
572408,572408,1652150,ad,False,25,Monday,11
155593,155593,1652149,ad,False,36,Friday,11
244280,244280,1652148,ad,False,71,Tuesday,7
381991,381991,1652147,ad,False,2,Wednesday,19
259562,259562,1652145,ad,False,11,Wednesday,0
201611,201611,1652144,ad,False,27,Tuesday,11
268512,268512,1652142,ad,False,7,Thursday,21
203816,203816,1652141,ad,True,51,Friday,18
367465,367465,1652140,ad,False,7,Sunday,13
153597,153597,1652139,ad,False,1,Wednesday,16
318310,318310,1652138,ad,False,16,Monday,14
186944,186944,1652137,ad,False,1,Monday,9
303553,303553,1652135,ad,False,3,Saturday,12
183425,183425,1652133,ad,False,1,Sunday,15
530132,530132,1652131,ad,False,2,Friday,21
369107,369107,1652130,ad,False,16,Sunday,22
247435,247435,1652129,ad,False,21,Sunday,8
402394,402394,1652127,ad,False,5,Tuesday,10
197647,197647,1652125,ad,False,12,Tuesday,14
270609,270609,1652123,ad,False,29,Wednesday,8
166478,166478,1652121,ad,False,21,Friday,11
371709,371709,1652120,ad,False,12,Monday,17
489967,489967,1652119,ad,False,3,Thursday,23
255198,255198,1652117,ad,False,5,Monday,13
326086,326086,1652116,ad,False,22,Wednesday,9
336650,336650,1652115,ad,False,3,Friday,22
142789,142789,1652114,ad,False,23,Tuesday,14
163420,163420,1652113,ad,False,23,Monday,12
141472,141472,1652112,ad,False,11,Monday,15
204983,204983,1652111,ad,False,27,Wednesday,11
233010,233010,1652110,ad,False,12,Friday,23
144939,144939,1652109,ad,False,1,Tuesday,16
266688,266688,1652108,ad,False,27,Friday,21
224022,224022,1652107,ad,False,2,Monday,11
212676,212676,1652106,ad,True,13,Saturday,8
140950,140950,1652105,ad,False,1,Tuesday,10
455971,455971,1652104,ad,False,19,Tuesday,8
144169,144169,1652103,ad,False,1,Tuesday,15
479790,479790,1652102,ad,False,6,Tuesday,14
322645,322645,1652101,ad,False,15,Tuesday,10
551688,551688,1652100,ad,False,25,Wednesday,15
179696,179696,1652099,ad,False,17,Monday,9
291277,291277,1652098,ad,False,17,Sunday,15
248075,248075,1652097,ad,False,15,Sunday,18
200679,200679,1652095,ad,False,2,Tuesday,21
232582,232582,1652094,ad,False,21,Saturday,22
546302,546302,1652093,ad,False,27,Monday,17
275082,275082,1652091,ad,False,3,Sunday,16
185643,185643,1652090,ad,False,15,Saturday,21
268833,268833,1652089,ad,False,18,Friday,10
174935,174935,1652088,ad,False,20,Saturday,11
137767,137767,1652087,ad,False,1,Monday,21
135688,135688,1652086,ad,False,3,Monday,19
135559,135559,1652085,ad,False,45,Monday,19
154374,154374,1652084,ad,False,23,Friday,12
268714,268714,1652082,ad,False,19,Monday,19
140494,140494,1652080,ad,False,51,Wednesday,14
500113,500113,1652079,ad,False,18,Saturday,15
147166,147166,1652078,ad,False,2,Tuesday,19
167789,167789,1652077,ad,False,4,Friday,14
471570,471570,1652075,ad,False,16,Friday,20
157653,157653,1652074,ad,False,27,Thursday,13
142628,142628,1652073,ad,False,48,Wednesday,12
485511,485511,1652072,ad,False,2,Thursday,14
244369,244369,1652071,ad,False,16,Thursday,21
235166,235166,1652070,ad,False,32,Saturday,10
311263,311263,1652069,ad,False,18,Saturday,8
448406,448406,1652068,ad,False,4,Monday,11
149233,149233,1652067,ad,False,59,Sunday,9
491513,491513,1652065,ad,False,18,Friday,13
131525,131525,1652064,ad,False,2,Monday,15
131202,131202,1652063,ad,False,4,Monday,14
485945,485945,1652062,ad,False,44,Tuesday,16
178149,178149,1652060,ad,False,33,Monday,17
574947,574947,1652059,ad,False,4,Monday,19
179617,179617,1652058,ad,False,53,Tuesday,15
160663,160663,1652057,ad,False,17,Monday,10
237992,237992,1652056,ad,False,7,Saturday,20
169899,169899,1652055,ad,False,6,Monday,13
135102,135102,1652054,ad,False,1,Monday,18
129737,129737,1652052,ad,False,15,Monday,13
128529,128529,1652051,ad,False,1,Monday,12
347887,347887,1652047,ad,False,12,Tuesday,17
132395,132395,1652046,ad,False,2,Monday,16
127191,127191,1652045,ad,False,3,Monday,11
292539,292539,1652044,ad,False,7,Friday,10
133909,133909,1652043,ad,False,8,Monday,17
141345,141345,1652042,ad,False,21,Thursday,13
151042,151042,1652041,ad,False,4,Monday,12
129699,129699,1652040,ad,False,51,Tuesday,13
137954,137954,1652039,ad,False,2,Monday,22
223721,223721,1652038,ad,False,31,Friday,16
346023,346023,1652037,ad,False,9,Monday,21
131727,131727,1652036,ad,False,3,Monday,15
188437,188437,1652035,ad,False,1,Monday,12
126574,126574,1652034,ad,False,15,Monday,10
134408,134408,1652032,ad,False,3,Monday,18
140166,140166,1652031,ad,False,1,Tuesday,10
214709,214709,1652030,ad,False,18,Saturday,7
132552,132552,1652029,ad,False,2,Monday,16
126724,126724,1652028,ad,False,48,Monday,10
149334,149334,1652027,ad,False,4,Wednesday,9
126314,126314,1652026,ad,False,1,Monday,9
127548,127548,1652025,ad,False,10,Monday,11
128658,128658,1652024,ad,False,7,Monday,12
125763,125763,1652023,ad,False,22,Tuesday,6
245409,245409,1652022,ad,False,15,Sunday,16
136738,136738,1652020,ad,False,15,Tuesday,6
125184,125184,1652019,ad,False,13,Sunday,22
148673,148673,1652017,ad,False,9,Thursday,19
201011,201011,1652016,ad,False,12,Tuesday,20
140329,140329,1652015,ad,False,20,Tuesday,10
212190,212190,1652014,ad,False,6,Friday,19
206193,206193,1652013,ad,False,12,Friday,22
225626,225626,1652012,ad,False,30,Saturday,23
444107,444107,1652011,ad,False,37,Thursday,14
321979,321979,1652010,ad,False,23,Sunday,7
229750,229750,1652009,ad,False,16,Saturday,12
584873,584873,1652007,ad,False,1,Tuesday,8
138265,138265,1652006,ad,False,6,Monday,22
525785,525785,1652005,ad,False,4,Friday,13
481641,481641,1652004,ad,False,5,Wednesday,11
138058,138058,1652003,ad,False,17,Monday,22
533129,533129,1652001,ad,False,5,Saturday,13
396857,396857,1652000,ad,False,7,Sunday,18
144767,144767,1651999,ad,False,50,Wednesday,21
192286,192286,1651998,ad,False,50,Thursday,20
314864,314864,1651996,ad,False,65,Wednesday,10
119613,119613,1651995,ad,False,12,Sunday,7
232265,232265,1651994,ad,False,20,Friday,22
148439,148439,1651992,ad,False,212,Wednesday,9
238129,238129,1651991,ad,True,3,Saturday,15
122299,122299,1651990,ad,False,20,Tuesday,10
121703,121703,1651989,ad,False,32,Sunday,13
135126,135126,1651987,ad,False,27,Tuesday,17
139339,139339,1651985,ad,False,47,Saturday,10
364911,364911,1651984,ad,False,15,Friday,20
136998,136998,1651983,ad,True,17,Monday,21
184516,184516,1651982,ad,False,12,Friday,18
584916,584916,1651981,ad,False,5,Tuesday,8
138913,138913,1651980,ad,False,21,Tuesday,2
326346,326346,1651979,ad,False,20,Wednesday,22
570450,570450,1651978,ad,False,2,Friday,8
146499,146499,1651977,ad,False,7,Tuesday,12
221623,221623,1651976,ad,False,4,Thursday,21
561472,561472,1651975,ad,False,2,Wednesday,9
216221,216221,1651974,ad,False,25,Saturday,12
155022,155022,1651973,ad,False,19,Sunday,12
247455,247455,1651972,ad,False,7,Friday,23
115408,115408,1651971,ad,False,2,Saturday,10
273357,273357,1651970,ad,False,14,Friday,12
467717,467717,1651969,ad,False,3,Monday,10
115316,115316,1651968,ad,False,3,Saturday,9
473439,473439,1651967,ad,False,15,Saturday,22
469808,469808,1651966,ad,False,12,Friday,14
206139,206139,1651965,ad,False,24,Friday,23
112761,112761,1651963,ad,False,14,Friday,11
235487,235487,1651961,ad,False,15,Saturday,21
253665,253665,1651960,ad,False,31,Saturday,17
112802,112802,1651959,ad,False,3,Friday,21
137759,137759,1651958,ad,False,1,Monday,21
111539,111539,1651957,ad,False,22,Friday,17
112886,112886,1651956,ad,False,2,Friday,20
156013,156013,1651955,ad,False,2,Thursday,0
110753,110753,1651954,ad,False,16,Tuesday,14
110160,110160,1651953,ad,False,13,Friday,15
209857,209857,1651952,ad,False,37,Thursday,13
390701,390701,1651951,ad,False,12,Saturday,11
111910,111910,1651950,ad,False,19,Monday,21
141378,141378,1651949,ad,True,138,Friday,14
115526,115526,1651947,ad,False,21,Saturday,11
167855,167855,1651946,ad,False,8,Friday,13
112233,112233,1651945,ad,False,5,Friday,18
192077,192077,1651944,ad,False,1,Monday,19
109035,109035,1651943,ad,False,23,Friday,15
108740,108740,1651942,ad,False,2,Friday,12
444332,444332,1651941,ad,False,1,Sunday,12
115093,115093,1651940,ad,False,24,Friday,13
107101,107101,1651938,ad,False,6,Wednesday,19
257900,257900,1651937,ad,False,4,Thursday,10
106905,106905,1651936,ad,False,4,Friday,9
133654,133654,1651935,ad,False,27,Sunday,15
372812,372812,1651933,ad,False,11,Wednesday,18
138993,138993,1651932,ad,False,20,Saturday,11
446967,446967,1651930,ad,False,7,Sunday,17
315302,315302,1651929,ad,False,5,Monday,9
106257,106257,1651928,ad,False,106,Monday,0
333278,333278,1651927,ad,False,14,Thursday,21
150934,150934,1651926,ad,False,5,Wednesday,12
340899,340899,1651925,ad,False,4,Sunday,11
395440,395440,1651924,ad,False,21,Sunday,13
280521,280521,1651923,ad,False,18,Thursday,10
104121,104121,1651921,ad,False,6,Thursday,11
115140,115140,1651920,ad,False,5,Saturday,7
184052,184052,1651919,ad,False,10,Sunday,15
107899,107899,1651918,ad,False,1,Friday,11
176327,176327,1651917,ad,False,16,Tuesday,19
142447,142447,1651916,ad,False,52,Tuesday,15
404557,404557,1651915,ad,False,5,Tuesday,20
224935,224935,1651914,ad,False,6,Friday,12
246052,246052,1651913,ad,False,4,Sunday,14
239836,239836,1651912,ad,False,9,Saturday,18
